source,target,combined_score
CD4,TNFRSF1A,697
CD4,TNFRSF1A,697
FGF4,NGFR,659
FGF4,NGFR,659
TNFRSF1A,MAPK1,651
TNFRSF1A,MAPK1,651
FGF4,MAPK1,919
FGF4,MAPK1,919
VCL,MAPK1,846
VCL,MAPK1,846
CD4,NFKBIA,585
CD4,NFKBIA,585
TNFRSF1A,NFKBIA,974
TNFRSF1A,NFKBIA,974
NGFR,NFKBIA,917
NGFR,NFKBIA,917
MAPK1,NFKBIA,949
MAPK1,NFKBIA,949
TNFRSF1A,TIMP1,950
TNFRSF1A,TIMP1,950
NFKBIA,MMP2,517
NFKBIA,MMP2,517
TIMP1,MMP2,999
TIMP1,MMP2,999
CD4,CSK,936
CD4,CSK,936
VCL,CSK,946
VCL,CSK,946
MAPK1,CSK,720
MAPK1,CSK,720
CD4,TGFB1,727
CD4,TGFB1,727
MAPK1,TGFB1,937
MAPK1,TGFB1,937
TIMP1,TGFB1,873
TIMP1,TGFB1,873
MMP2,TGFB1,988
MMP2,TGFB1,988
GNA11,PIK3R2,663
GNA11,PIK3R2,663
FGF4,PIK3R2,507
FGF4,PIK3R2,507
NGFR,PIK3R2,800
NGFR,PIK3R2,800
CD4,HGF,505
CD4,HGF,505
FGF4,HGF,755
FGF4,HGF,755
NGFR,HGF,723
NGFR,HGF,723
MAPK1,HGF,928
MAPK1,HGF,928
TIMP1,HGF,797
TIMP1,HGF,797
MMP2,HGF,961
MMP2,HGF,961
TGFB1,HGF,837
TGFB1,HGF,837
PIK3R2,HGF,533
PIK3R2,HGF,533
TIMP1,SERPINE1,773
TIMP1,SERPINE1,773
MMP2,SERPINE1,729
MMP2,SERPINE1,729
TGFB1,SERPINE1,745
TGFB1,SERPINE1,745
HGF,SERPINE1,607
HGF,SERPINE1,607
CD4,CSF3,710
CD4,CSF3,710
TNFRSF1A,CSF3,503
TNFRSF1A,CSF3,503
TIMP1,CSF3,512
TIMP1,CSF3,512
EPOR,CSF3,777
EPOR,CSF3,777
HGF,CSF3,660
HGF,CSF3,660
CD4,CCL2,816
CD4,CCL2,816
TNFRSF1A,CCL2,630
TNFRSF1A,CCL2,630
NFKBIA,CCL2,709
NFKBIA,CCL2,709
TIMP1,CCL2,745
TIMP1,CCL2,745
MMP2,CCL2,706
MMP2,CCL2,706
TGFB1,CCL2,655
TGFB1,CCL2,655
HGF,CCL2,666
HGF,CCL2,666
SERPINE1,CCL2,762
SERPINE1,CCL2,762
CSF3,CCL2,984
CSF3,CCL2,984
CD4,IL2,918
CD4,IL2,918
TNFRSF1A,IL2,612
TNFRSF1A,IL2,612
MAPK1,IL2,931
MAPK1,IL2,931
NFKBIA,IL2,559
NFKBIA,IL2,559
TGFB1,IL2,694
TGFB1,IL2,694
EPOR,IL2,712
EPOR,IL2,712
PIK3R2,IL2,556
PIK3R2,IL2,556
HGF,IL2,502
HGF,IL2,502
CSF3,IL2,807
CSF3,IL2,807
CCL2,IL2,810
CCL2,IL2,810
CD4,CCND1,571
CD4,CCND1,571
FGF4,CCND1,507
FGF4,CCND1,507
MAPK1,CCND1,649
MAPK1,CCND1,649
NFKBIA,CCND1,635
NFKBIA,CCND1,635
MMP2,CCND1,725
MMP2,CCND1,725
TGFB1,CCND1,544
TGFB1,CCND1,544
HGF,CCND1,565
HGF,CCND1,565
MAPK1,CDKN1B,933
MAPK1,CDKN1B,933
CCND1,CDKN1B,999
CCND1,CDKN1B,999
CD4,IFNG,941
CD4,IFNG,941
TNFRSF1A,IFNG,592
TNFRSF1A,IFNG,592
NFKBIA,IFNG,585
NFKBIA,IFNG,585
TIMP1,IFNG,526
TIMP1,IFNG,526
TGFB1,IFNG,780
TGFB1,IFNG,780
EPOR,IFNG,663
EPOR,IFNG,663
HGF,IFNG,522
HGF,IFNG,522
CSF3,IFNG,770
CSF3,IFNG,770
CCL2,IFNG,839
CCL2,IFNG,839
IL2,IFNG,907
IL2,IFNG,907
CD4,GAPDH,736
CD4,GAPDH,736
TNFRSF1A,GAPDH,530
TNFRSF1A,GAPDH,530
VCL,GAPDH,694
VCL,GAPDH,694
MAPK1,GAPDH,640
MAPK1,GAPDH,640
NFKBIA,GAPDH,755
NFKBIA,GAPDH,755
TIMP1,GAPDH,652
TIMP1,GAPDH,652
MMP2,GAPDH,698
MMP2,GAPDH,698
TGFB1,GAPDH,549
TGFB1,GAPDH,549
HGF,GAPDH,580
HGF,GAPDH,580
SERPINE1,GAPDH,595
SERPINE1,GAPDH,595
CSF3,GAPDH,503
CSF3,GAPDH,503
CCL2,GAPDH,721
CCL2,GAPDH,721
IL2,GAPDH,650
IL2,GAPDH,650
CCND1,GAPDH,818
CCND1,GAPDH,818
CDKN1B,GAPDH,565
CDKN1B,GAPDH,565
IFNG,GAPDH,610
IFNG,GAPDH,610
FGF4,NANOG,750
FGF4,NANOG,750
CCND1,NANOG,957
CCND1,NANOG,957
GAPDH,NANOG,772
GAPDH,NANOG,772
CD4,MAPK14,608
CD4,MAPK14,608
GNA11,MAPK14,927
GNA11,MAPK14,927
MAPK1,MAPK14,977
MAPK1,MAPK14,977
NFKBIA,MAPK14,979
NFKBIA,MAPK14,979
TGFB1,MAPK14,579
TGFB1,MAPK14,579
EPOR,MAPK14,910
EPOR,MAPK14,910
IL2,MAPK14,938
IL2,MAPK14,938
CCND1,MAPK14,550
CCND1,MAPK14,550
IFNG,MAPK14,564
IFNG,MAPK14,564
GAPDH,MAPK14,552
GAPDH,MAPK14,552
CD4,HBEGF,519
CD4,HBEGF,519
MMP2,HBEGF,944
MMP2,HBEGF,944
CSK,HBEGF,909
CSK,HBEGF,909
HGF,HBEGF,616
HGF,HBEGF,616
CD4,IL4,923
CD4,IL4,923
TNFRSF1A,IL4,567
TNFRSF1A,IL4,567
NFKBIA,IL4,575
NFKBIA,IL4,575
TIMP1,IL4,563
TIMP1,IL4,563
TGFB1,IL4,766
TGFB1,IL4,766
EPOR,IL4,679
EPOR,IL4,679
HGF,IL4,521
HGF,IL4,521
CSF3,IL4,941
CSF3,IL4,941
CCL2,IL4,985
CCL2,IL4,985
IL2,IL4,938
IL2,IL4,938
IFNG,IL4,910
IFNG,IL4,910
GAPDH,IL4,682
GAPDH,IL4,682
MAPK14,IL4,946
MAPK14,IL4,946
CD4,IL5,879
CD4,IL5,879
TGFB1,IL5,532
TGFB1,IL5,532
EPOR,IL5,757
EPOR,IL5,757
PIK3R2,IL5,532
PIK3R2,IL5,532
CSF3,IL5,834
CSF3,IL5,834
CCL2,IL5,810
CCL2,IL5,810
IL2,IL5,954
IL2,IL5,954
IFNG,IL5,884
IFNG,IL5,884
GAPDH,IL5,520
GAPDH,IL5,520
IL4,IL5,923
IL4,IL5,923
CD4,NR3C1,562
CD4,NR3C1,562
MAPK1,NR3C1,943
MAPK1,NR3C1,943
GAPDH,NR3C1,527
GAPDH,NR3C1,527
MAPK14,NR3C1,935
MAPK14,NR3C1,935
VCL,PLEK,936
VCL,PLEK,936
NGFR,FGF23,600
NGFR,FGF23,600
MAPK1,FGF23,901
MAPK1,FGF23,901
HGF,FGF23,614
HGF,FGF23,614
CD4,PLCG1,956
CD4,PLCG1,956
GNA11,PLCG1,932
GNA11,PLCG1,932
FGF4,PLCG1,617
FGF4,PLCG1,617
NGFR,PLCG1,929
NGFR,PLCG1,929
VCL,PLCG1,700
VCL,PLCG1,700
MAPK1,PLCG1,681
MAPK1,PLCG1,681
EPOR,PLCG1,969
EPOR,PLCG1,969
PIK3R2,PLCG1,731
PIK3R2,PLCG1,731
HGF,PLCG1,921
HGF,PLCG1,921
IL2,PLCG1,560
IL2,PLCG1,560
HBEGF,PLCG1,660
HBEGF,PLCG1,660
PLEK,PLCG1,649
PLEK,PLCG1,649
FGF23,PLCG1,650
FGF23,PLCG1,650
MMP2,SNAI1,705
MMP2,SNAI1,705
TGFB1,SNAI1,673
TGFB1,SNAI1,673
HGF,SNAI1,601
HGF,SNAI1,601
SERPINE1,SNAI1,557
SERPINE1,SNAI1,557
CCL2,SNAI1,629
CCL2,SNAI1,629
CCND1,SNAI1,689
CCND1,SNAI1,689
GAPDH,SNAI1,716
GAPDH,SNAI1,716
NANOG,SNAI1,838
NANOG,SNAI1,838
NGFR,EREG,622
NGFR,EREG,622
CSK,EREG,902
CSK,EREG,902
HBEGF,EREG,891
HBEGF,EREG,891
PLCG1,EREG,635
PLCG1,EREG,635
FGF4,BMP4,750
FGF4,BMP4,750
CCND1,BMP4,502
CCND1,BMP4,502
GAPDH,BMP4,617
GAPDH,BMP4,617
NANOG,BMP4,745
NANOG,BMP4,745
FGF23,BMP4,532
FGF23,BMP4,532
SNAI1,BMP4,505
SNAI1,BMP4,505
TGFB1,SOX9,529
TGFB1,SOX9,529
CCND1,SOX9,610
CCND1,SOX9,610
GAPDH,SOX9,692
GAPDH,SOX9,692
NANOG,SOX9,677
NANOG,SOX9,677
FGF23,SOX9,548
FGF23,SOX9,548
SNAI1,SOX9,635
SNAI1,SOX9,635
BMP4,SOX9,758
BMP4,SOX9,758
VCL,RAC2,592
VCL,RAC2,592
MAPK1,RAC2,798
MAPK1,RAC2,798
PIK3R2,RAC2,670
PIK3R2,RAC2,670
MAPK14,RAC2,550
MAPK14,RAC2,550
PLEK,RAC2,747
PLEK,RAC2,747
FGF4,LIF,640
FGF4,LIF,640
TIMP1,LIF,934
TIMP1,LIF,934
MMP2,LIF,928
MMP2,LIF,928
TGFB1,LIF,936
TGFB1,LIF,936
EPOR,LIF,670
EPOR,LIF,670
HGF,LIF,955
HGF,LIF,955
CSF3,LIF,965
CSF3,LIF,965
CCL2,LIF,951
CCL2,LIF,951
GAPDH,LIF,562
GAPDH,LIF,562
NANOG,LIF,768
NANOG,LIF,768
HBEGF,LIF,944
HBEGF,LIF,944
IL4,LIF,515
IL4,LIF,515
BMP4,LIF,684
BMP4,LIF,684
VCL,RAF1,673
VCL,RAF1,673
MAPK1,RAF1,989
MAPK1,RAF1,989
CSK,RAF1,670
CSK,RAF1,670
PIK3R2,RAF1,845
PIK3R2,RAF1,845
CCND1,RAF1,569
CCND1,RAF1,569
GAPDH,RAF1,536
GAPDH,RAF1,536
RAC2,RAF1,623
RAC2,RAF1,623
CD4,EPO,503
CD4,EPO,503
EPOR,EPO,999
EPOR,EPO,999
CSF3,EPO,968
CSF3,EPO,968
IL2,EPO,556
IL2,EPO,556
IFNG,EPO,513
IFNG,EPO,513
MAPK14,EPO,922
MAPK14,EPO,922
IL4,EPO,609
IL4,EPO,609
FGF23,EPO,518
FGF23,EPO,518
PLCG1,EPO,914
PLCG1,EPO,914
CD4,KRAS,550
CD4,KRAS,550
GNA11,KRAS,534
GNA11,KRAS,534
FGF4,KRAS,918
FGF4,KRAS,918
VCL,KRAS,764
VCL,KRAS,764
MAPK1,KRAS,989
MAPK1,KRAS,989
CSK,KRAS,707
CSK,KRAS,707
TGFB1,KRAS,521
TGFB1,KRAS,521
EPOR,KRAS,915
EPOR,KRAS,915
PIK3R2,KRAS,894
PIK3R2,KRAS,894
HGF,KRAS,968
HGF,KRAS,968
IL2,KRAS,944
IL2,KRAS,944
CCND1,KRAS,761
CCND1,KRAS,761
CDKN1B,KRAS,577
CDKN1B,KRAS,577
GAPDH,KRAS,657
GAPDH,KRAS,657
MAPK14,KRAS,729
MAPK14,KRAS,729
HBEGF,KRAS,940
HBEGF,KRAS,940
PLEK,KRAS,533
PLEK,KRAS,533
FGF23,KRAS,910
FGF23,KRAS,910
PLCG1,KRAS,615
PLCG1,KRAS,615
SNAI1,KRAS,608
SNAI1,KRAS,608
EREG,KRAS,954
EREG,KRAS,954
SOX9,KRAS,509
SOX9,KRAS,509
RAF1,KRAS,999
RAF1,KRAS,999
EPO,KRAS,926
EPO,KRAS,926
CCND1,CCNB1,937
CCND1,CCNB1,937
CDKN1B,CCNB1,922
CDKN1B,CCNB1,922
GAPDH,CCNB1,798
GAPDH,CCNB1,798
GNA11,PDGFRA,542
GNA11,PDGFRA,542
FGF4,PDGFRA,787
FGF4,PDGFRA,787
PIK3R2,PDGFRA,860
PIK3R2,PDGFRA,860
HGF,PDGFRA,775
HGF,PDGFRA,775
CSF3,PDGFRA,680
CSF3,PDGFRA,680
IL2,PDGFRA,655
IL2,PDGFRA,655
IFNG,PDGFRA,644
IFNG,PDGFRA,644
IL4,PDGFRA,668
IL4,PDGFRA,668
IL5,PDGFRA,745
IL5,PDGFRA,745
FGF23,PDGFRA,715
FGF23,PDGFRA,715
PLCG1,PDGFRA,973
PLCG1,PDGFRA,973
EREG,PDGFRA,634
EREG,PDGFRA,634
BMP4,PDGFRA,507
BMP4,PDGFRA,507
LIF,PDGFRA,706
LIF,PDGFRA,706
EPO,PDGFRA,667
EPO,PDGFRA,667
KRAS,PDGFRA,961
KRAS,PDGFRA,961
MMP2,CDK4,503
MMP2,CDK4,503
CCND1,CDK4,999
CCND1,CDK4,999
CDKN1B,CDK4,999
CDKN1B,CDK4,999
GAPDH,CDK4,699
GAPDH,CDK4,699
KRAS,CDK4,842
KRAS,CDK4,842
CCNB1,CDK4,992
CCNB1,CDK4,992
CCND1,MDM2,804
CCND1,MDM2,804
CDKN1B,MDM2,587
CDKN1B,MDM2,587
GAPDH,MDM2,725
GAPDH,MDM2,725
NR3C1,MDM2,532
NR3C1,MDM2,532
SNAI1,MDM2,716
SNAI1,MDM2,716
KRAS,MDM2,671
KRAS,MDM2,671
CCNB1,MDM2,635
CCNB1,MDM2,635
PDGFRA,MDM2,814
PDGFRA,MDM2,814
CDK4,MDM2,816
CDK4,MDM2,816
FGF4,POU5F1,794
FGF4,POU5F1,794
CCND1,POU5F1,595
CCND1,POU5F1,595
GAPDH,POU5F1,802
GAPDH,POU5F1,802
NANOG,POU5F1,999
NANOG,POU5F1,999
SNAI1,POU5F1,713
SNAI1,POU5F1,713
BMP4,POU5F1,747
BMP4,POU5F1,747
SOX9,POU5F1,782
SOX9,POU5F1,782
LIF,POU5F1,786
LIF,POU5F1,786
CDK4,POU5F1,513
CDK4,POU5F1,513
CD4,TLR2,808
CD4,TLR2,808
TNFRSF1A,TLR2,645
TNFRSF1A,TLR2,645
NFKBIA,TLR2,730
NFKBIA,TLR2,730
MMP2,TLR2,822
MMP2,TLR2,822
TGFB1,TLR2,523
TGFB1,TLR2,523
CSF3,TLR2,581
CSF3,TLR2,581
CCL2,TLR2,776
CCL2,TLR2,776
IL2,TLR2,745
IL2,TLR2,745
IFNG,TLR2,785
IFNG,TLR2,785
GAPDH,TLR2,663
GAPDH,TLR2,663
MAPK14,TLR2,582
MAPK14,TLR2,582
IL4,TLR2,799
IL4,TLR2,799
IL5,TLR2,644
IL5,TLR2,644
CD4,THBS1,666
CD4,THBS1,666
TIMP1,THBS1,636
TIMP1,THBS1,636
MMP2,THBS1,956
MMP2,THBS1,956
TGFB1,THBS1,870
TGFB1,THBS1,870
HGF,THBS1,533
HGF,THBS1,533
SERPINE1,THBS1,744
SERPINE1,THBS1,744
CCL2,THBS1,569
CCL2,THBS1,569
BMP4,THBS1,532
BMP4,THBS1,532
CD4,CDH1,520
CD4,CDH1,520
VCL,CDH1,999
VCL,CDH1,999
MAPK1,CDH1,940
MAPK1,CDH1,940
TIMP1,CDH1,557
TIMP1,CDH1,557
MMP2,CDH1,781
MMP2,CDH1,781
TGFB1,CDH1,761
TGFB1,CDH1,761
HGF,CDH1,967
HGF,CDH1,967
SERPINE1,CDH1,559
SERPINE1,CDH1,559
CCND1,CDH1,869
CCND1,CDH1,869
CDKN1B,CDH1,531
CDKN1B,CDH1,531
GAPDH,CDH1,810
GAPDH,CDH1,810
NANOG,CDH1,741
NANOG,CDH1,741
SNAI1,CDH1,993
SNAI1,CDH1,993
BMP4,CDH1,558
BMP4,CDH1,558
SOX9,CDH1,597
SOX9,CDH1,597
KRAS,CDH1,754
KRAS,CDH1,754
CCNB1,CDH1,590
CCNB1,CDH1,590
CDK4,CDH1,611
CDK4,CDH1,611
MDM2,CDH1,845
MDM2,CDH1,845
POU5F1,CDH1,874
POU5F1,CDH1,874
FGF4,PDGFRB,771
FGF4,PDGFRB,771
MMP2,PDGFRB,591
MMP2,PDGFRB,591
PIK3R2,PDGFRB,928
PIK3R2,PDGFRB,928
HGF,PDGFRB,816
HGF,PDGFRB,816
CSF3,PDGFRB,705
CSF3,PDGFRB,705
IL2,PDGFRB,705
IL2,PDGFRB,705
IFNG,PDGFRB,724
IFNG,PDGFRB,724
GAPDH,PDGFRB,505
GAPDH,PDGFRB,505
IL4,PDGFRB,686
IL4,PDGFRB,686
IL5,PDGFRB,680
IL5,PDGFRB,680
FGF23,PDGFRB,698
FGF23,PDGFRB,698
PLCG1,PDGFRB,999
PLCG1,PDGFRB,999
EREG,PDGFRB,658
EREG,PDGFRB,658
LIF,PDGFRB,683
LIF,PDGFRB,683
RAF1,PDGFRB,786
RAF1,PDGFRB,786
EPO,PDGFRB,724
EPO,PDGFRB,724
KRAS,PDGFRB,959
KRAS,PDGFRB,959
PDGFRA,PDGFRB,983
PDGFRA,PDGFRB,983
FGF4,FLT4,757
FGF4,FLT4,757
CSK,FLT4,909
CSK,FLT4,909
PIK3R2,FLT4,752
PIK3R2,FLT4,752
HGF,FLT4,806
HGF,FLT4,806
FGF23,FLT4,701
FGF23,FLT4,701
PLCG1,FLT4,941
PLCG1,FLT4,941
EREG,FLT4,652
EREG,FLT4,652
KRAS,FLT4,526
KRAS,FLT4,526
CD4,SMAD2,505
CD4,SMAD2,505
MAPK1,SMAD2,957
MAPK1,SMAD2,957
TIMP1,SMAD2,595
TIMP1,SMAD2,595
MMP2,SMAD2,619
MMP2,SMAD2,619
TGFB1,SMAD2,985
TGFB1,SMAD2,985
HGF,SMAD2,536
HGF,SMAD2,536
SERPINE1,SMAD2,975
SERPINE1,SMAD2,975
CCND1,SMAD2,600
CCND1,SMAD2,600
GAPDH,SMAD2,723
GAPDH,SMAD2,723
NANOG,SMAD2,892
NANOG,SMAD2,892
MAPK14,SMAD2,589
MAPK14,SMAD2,589
NR3C1,SMAD2,748
NR3C1,SMAD2,748
SNAI1,SMAD2,869
SNAI1,SMAD2,869
BMP4,SMAD2,831
BMP4,SMAD2,831
SOX9,SMAD2,847
SOX9,SMAD2,847
KRAS,SMAD2,579
KRAS,SMAD2,579
CDK4,SMAD2,555
CDK4,SMAD2,555
POU5F1,SMAD2,859
POU5F1,SMAD2,859
THBS1,SMAD2,562
THBS1,SMAD2,562
CDH1,SMAD2,812
CDH1,SMAD2,812
TGFB1,AXIN1,920
TGFB1,AXIN1,920
CCND1,AXIN1,769
CCND1,AXIN1,769
GAPDH,AXIN1,505
GAPDH,AXIN1,505
SNAI1,AXIN1,505
SNAI1,AXIN1,505
SOX9,AXIN1,612
SOX9,AXIN1,612
CDH1,AXIN1,873
CDH1,AXIN1,873
SMAD2,AXIN1,681
SMAD2,AXIN1,681
GNA11,PIK3R3,613
GNA11,PIK3R3,613
NGFR,PIK3R3,800
NGFR,PIK3R3,800
PIK3R2,PIK3R3,974
PIK3R2,PIK3R3,974
IL2,PIK3R3,528
IL2,PIK3R3,528
IL5,PIK3R3,534
IL5,PIK3R3,534
PLCG1,PIK3R3,724
PLCG1,PIK3R3,724
RAC2,PIK3R3,653
RAC2,PIK3R3,653
RAF1,PIK3R3,828
RAF1,PIK3R3,828
KRAS,PIK3R3,865
KRAS,PIK3R3,865
PDGFRA,PIK3R3,849
PDGFRA,PIK3R3,849
PDGFRB,PIK3R3,939
PDGFRB,PIK3R3,939
FLT4,PIK3R3,746
FLT4,PIK3R3,746
FGF4,GAB1,524
FGF4,GAB1,524
MAPK1,GAB1,947
MAPK1,GAB1,947
CSK,GAB1,936
CSK,GAB1,936
EPOR,GAB1,924
EPOR,GAB1,924
PIK3R2,GAB1,860
PIK3R2,GAB1,860
HGF,GAB1,959
HGF,GAB1,959
HBEGF,GAB1,534
HBEGF,GAB1,534
FGF23,GAB1,513
FGF23,GAB1,513
PLCG1,GAB1,986
PLCG1,GAB1,986
EREG,GAB1,548
EREG,GAB1,548
EPO,GAB1,909
EPO,GAB1,909
KRAS,GAB1,523
KRAS,GAB1,523
PDGFRA,GAB1,816
PDGFRA,GAB1,816
PDGFRB,GAB1,928
PDGFRB,GAB1,928
PIK3R3,GAB1,852
PIK3R3,GAB1,852
CD4,MAPK3,594
CD4,MAPK3,594
TNFRSF1A,MAPK3,550
TNFRSF1A,MAPK3,550
FGF4,MAPK3,940
FGF4,MAPK3,940
NGFR,MAPK3,508
NGFR,MAPK3,508
VCL,MAPK3,849
VCL,MAPK3,849
MAPK1,MAPK3,988
MAPK1,MAPK3,988
NFKBIA,MAPK3,972
NFKBIA,MAPK3,972
TIMP1,MAPK3,512
TIMP1,MAPK3,512
MMP2,MAPK3,683
MMP2,MAPK3,683
CSK,MAPK3,746
CSK,MAPK3,746
TGFB1,MAPK3,958
TGFB1,MAPK3,958
EPOR,MAPK3,571
EPOR,MAPK3,571
HGF,MAPK3,960
HGF,MAPK3,960
SERPINE1,MAPK3,527
SERPINE1,MAPK3,527
CCL2,MAPK3,634
CCL2,MAPK3,634
IL2,MAPK3,950
IL2,MAPK3,950
CCND1,MAPK3,750
CCND1,MAPK3,750
CDKN1B,MAPK3,549
CDKN1B,MAPK3,549
IFNG,MAPK3,528
IFNG,MAPK3,528
GAPDH,MAPK3,827
GAPDH,MAPK3,827
NANOG,MAPK3,537
NANOG,MAPK3,537
MAPK14,MAPK3,957
MAPK14,MAPK3,957
HBEGF,MAPK3,519
HBEGF,MAPK3,519
IL4,MAPK3,540
IL4,MAPK3,540
NR3C1,MAPK3,963
NR3C1,MAPK3,963
FGF23,MAPK3,936
FGF23,MAPK3,936
PLCG1,MAPK3,806
PLCG1,MAPK3,806
SNAI1,MAPK3,629
SNAI1,MAPK3,629
BMP4,MAPK3,543
BMP4,MAPK3,543
SOX9,MAPK3,527
SOX9,MAPK3,527
RAC2,MAPK3,851
RAC2,MAPK3,851
RAF1,MAPK3,986
RAF1,MAPK3,986
KRAS,MAPK3,986
KRAS,MAPK3,986
CCNB1,MAPK3,597
CCNB1,MAPK3,597
MDM2,MAPK3,552
MDM2,MAPK3,552
TLR2,MAPK3,730
TLR2,MAPK3,730
CDH1,MAPK3,971
CDH1,MAPK3,971
SMAD2,MAPK3,977
SMAD2,MAPK3,977
AXIN1,MAPK3,530
AXIN1,MAPK3,530
GAB1,MAPK3,952
GAB1,MAPK3,952
MAPK1,EP300,713
MAPK1,EP300,713
NFKBIA,EP300,982
NFKBIA,EP300,982
TGFB1,EP300,932
TGFB1,EP300,932
CCND1,EP300,995
CCND1,EP300,995
GAPDH,EP300,866
GAPDH,EP300,866
NANOG,EP300,676
NANOG,EP300,676
MAPK14,EP300,965
MAPK14,EP300,965
NR3C1,EP300,997
NR3C1,EP300,997
SNAI1,EP300,680
SNAI1,EP300,680
SOX9,EP300,991
SOX9,EP300,991
EPO,EP300,953
EPO,EP300,953
KRAS,EP300,941
KRAS,EP300,941
CCNB1,EP300,519
CCNB1,EP300,519
MDM2,EP300,999
MDM2,EP300,999
POU5F1,EP300,561
POU5F1,EP300,561
THBS1,EP300,913
THBS1,EP300,913
CDH1,EP300,593
CDH1,EP300,593
SMAD2,EP300,999
SMAD2,EP300,999
MAPK3,EP300,714
MAPK3,EP300,714
CD4,IL1A,689
CD4,IL1A,689
TNFRSF1A,IL1A,606
TNFRSF1A,IL1A,606
NFKBIA,IL1A,621
NFKBIA,IL1A,621
TIMP1,IL1A,610
TIMP1,IL1A,610
MMP2,IL1A,520
MMP2,IL1A,520
TGFB1,IL1A,560
TGFB1,IL1A,560
HGF,IL1A,515
HGF,IL1A,515
SERPINE1,IL1A,548
SERPINE1,IL1A,548
CSF3,IL1A,987
CSF3,IL1A,987
CCL2,IL1A,983
CCL2,IL1A,983
IL2,IL1A,845
IL2,IL1A,845
IFNG,IL1A,768
IFNG,IL1A,768
GAPDH,IL1A,603
GAPDH,IL1A,603
IL4,IL1A,983
IL4,IL1A,983
IL5,IL1A,803
IL5,IL1A,803
LIF,IL1A,960
LIF,IL1A,960
TLR2,IL1A,697
TLR2,IL1A,697
MAPK3,IL1A,546
MAPK3,IL1A,546
EP300,IL1A,876
EP300,IL1A,876
CD4,IL1B,876
CD4,IL1B,876
TNFRSF1A,IL1B,837
TNFRSF1A,IL1B,837
NFKBIA,IL1B,882
NFKBIA,IL1B,882
TIMP1,IL1B,750
TIMP1,IL1B,750
MMP2,IL1B,776
MMP2,IL1B,776
TGFB1,IL1B,786
TGFB1,IL1B,786
HGF,IL1B,653
HGF,IL1B,653
SERPINE1,IL1B,688
SERPINE1,IL1B,688
CSF3,IL1B,987
CSF3,IL1B,987
CCL2,IL1B,993
CCL2,IL1B,993
IL2,IL1B,876
IL2,IL1B,876
CCND1,IL1B,523
CCND1,IL1B,523
IFNG,IL1B,907
IFNG,IL1B,907
GAPDH,IL1B,837
GAPDH,IL1B,837
MAPK14,IL1B,972
MAPK14,IL1B,972
HBEGF,IL1B,559
HBEGF,IL1B,559
IL4,IL1B,990
IL4,IL1B,990
IL5,IL1B,858
IL5,IL1B,858
NR3C1,IL1B,601
NR3C1,IL1B,601
SOX9,IL1B,527
SOX9,IL1B,527
LIF,IL1B,958
LIF,IL1B,958
EPO,IL1B,562
EPO,IL1B,562
TLR2,IL1B,912
TLR2,IL1B,912
THBS1,IL1B,521
THBS1,IL1B,521
CDH1,IL1B,560
CDH1,IL1B,560
SMAD2,IL1B,556
SMAD2,IL1B,556
MAPK3,IL1B,712
MAPK3,IL1B,712
EP300,IL1B,938
EP300,IL1B,938
IL1A,IL1B,995
IL1A,IL1B,995
CD4,EPCAM,580
CD4,EPCAM,580
CCND1,EPCAM,521
CCND1,EPCAM,521
GAPDH,EPCAM,561
GAPDH,EPCAM,561
NANOG,EPCAM,702
NANOG,EPCAM,702
SNAI1,EPCAM,640
SNAI1,EPCAM,640
SOX9,EPCAM,605
SOX9,EPCAM,605
KRAS,EPCAM,595
KRAS,EPCAM,595
POU5F1,EPCAM,716
POU5F1,EPCAM,716
CDH1,EPCAM,916
CDH1,EPCAM,916
MAPK1,AKT3,881
MAPK1,AKT3,881
PIK3R2,AKT3,909
PIK3R2,AKT3,909
CCND1,AKT3,524
CCND1,AKT3,524
CDKN1B,AKT3,941
CDKN1B,AKT3,941
GAPDH,AKT3,534
GAPDH,AKT3,534
MAPK14,AKT3,742
MAPK14,AKT3,742
PLEK,AKT3,660
PLEK,AKT3,660
RAC2,AKT3,757
RAC2,AKT3,757
RAF1,AKT3,841
RAF1,AKT3,841
KRAS,AKT3,596
KRAS,AKT3,596
MDM2,AKT3,946
MDM2,AKT3,946
PIK3R3,AKT3,902
PIK3R3,AKT3,902
MAPK3,AKT3,882
MAPK3,AKT3,882
CD4,IL7,867
CD4,IL7,867
TNFRSF1A,IL7,505
TNFRSF1A,IL7,505
EPOR,IL7,701
EPOR,IL7,701
PIK3R2,IL7,610
PIK3R2,IL7,610
HGF,IL7,983
HGF,IL7,983
CSF3,IL7,835
CSF3,IL7,835
CCL2,IL7,743
CCL2,IL7,743
IL2,IL7,887
IL2,IL7,887
IFNG,IL7,772
IFNG,IL7,772
IL4,IL7,860
IL4,IL7,860
IL5,IL7,847
IL5,IL7,847
LIF,IL7,502
LIF,IL7,502
EPO,IL7,501
EPO,IL7,501
PDGFRA,IL7,647
PDGFRA,IL7,647
PDGFRB,IL7,659
PDGFRB,IL7,659
PIK3R3,IL7,608
PIK3R3,IL7,608
IL1A,IL7,718
IL1A,IL7,718
IL1B,IL7,774
IL1B,IL7,774
GNA11,KDR,548
GNA11,KDR,548
FGF4,KDR,829
FGF4,KDR,829
VCL,KDR,662
VCL,KDR,662
TIMP1,KDR,511
TIMP1,KDR,511
MMP2,KDR,639
MMP2,KDR,639
CSK,KDR,916
