source,target,combined_score
PTK2,STAT1,839
PTK2,STAT1,839
CTNNB1,STAT1,569
CTNNB1,STAT1,569
PIK3R2,CD247,603
PIK3R2,CD247,603
IFNG,CD247,569
IFNG,CD247,569
IL7,CD247,531
IL7,CD247,531
STAT3,CD247,549
STAT3,CD247,549
ZAP70,CD247,999
ZAP70,CD247,999
IL15,CD247,611
IL15,CD247,611
CSF2,CD247,505
CSF2,CD247,505
PIK3R2,GAB2,868
PIK3R2,GAB2,868
PDGFRB,GAB2,693
PDGFRB,GAB2,693
MAPK3,GAB2,963
MAPK3,GAB2,963
STAT3,GAB2,516
STAT3,GAB2,516
ZAP70,GAB2,606
ZAP70,GAB2,606
IL15,GAB2,638
IL15,GAB2,638
CSF2,GAB2,910
CSF2,GAB2,910
IRS1,GAB2,604
IRS1,GAB2,604
FGFR3,GAB2,511
FGFR3,GAB2,511
TIMP1,PTGS2,585
TIMP1,PTGS2,585
TGFB1,PTGS2,590
TGFB1,PTGS2,590
SERPINE1,PTGS2,569
SERPINE1,PTGS2,569
CSF3,PTGS2,536
CSF3,PTGS2,536
CCL2,PTGS2,774
CCL2,PTGS2,774
CCND1,PTGS2,678
CCND1,PTGS2,678
IFNG,PTGS2,643
IFNG,PTGS2,643
HBEGF,PTGS2,628
HBEGF,PTGS2,628
EREG,PTGS2,568
EREG,PTGS2,568
TLR2,PTGS2,646
TLR2,PTGS2,646
MAPK3,PTGS2,780
MAPK3,PTGS2,780
IL1B,PTGS2,944
IL1B,PTGS2,944
STAT3,PTGS2,967
STAT3,PTGS2,967
ICAM1,PTGS2,728
ICAM1,PTGS2,728
TP53,PTGS2,994
TP53,PTGS2,994
PPARG,PTGS2,862
PPARG,PTGS2,862
ANXA5,PTGS2,514
ANXA5,PTGS2,514
CSF2,PTGS2,626
CSF2,PTGS2,626
MMP3,PTGS2,691
MMP3,PTGS2,691
HSPA4,PTGS2,605
HSPA4,PTGS2,605
CXCL8,PTGS2,943
CXCL8,PTGS2,943
PGR,PTGS2,586
PGR,PTGS2,586
CSF1,PTGS2,504
CSF1,PTGS2,504
CASP9,PTGS2,568
CASP9,PTGS2,568
SOCS3,PTGS2,535
SOCS3,PTGS2,535
CAV1,PTGS2,930
CAV1,PTGS2,930
CTNNB1,PTGS2,800
CTNNB1,PTGS2,800
FN1,PTGS2,654
FN1,PTGS2,654
CASP8,PTGS2,538
CASP8,PTGS2,538
STAT1,PTGS2,593
STAT1,PTGS2,593
NGFR,NES,656
NGFR,NES,656
CCND1,NES,579
CCND1,NES,579
NR3C1,NES,690
NR3C1,NES,690
BMP4,NES,639
BMP4,NES,639
SOX9,NES,651
SOX9,NES,651
POU5F1,NES,857
POU5F1,NES,857
PDGFRB,NES,609
PDGFRB,NES,609
STAT3,NES,532
STAT3,NES,532
TP53,NES,603
TP53,NES,603
SHH,NES,695
SHH,NES,695
CD34,NES,714
CD34,NES,714
CTNNB1,NES,625
CTNNB1,NES,625
FN1,NES,705
FN1,NES,705
CCND1,MKI67,760
CCND1,MKI67,760
IFNG,MKI67,580
IFNG,MKI67,580
SOX9,MKI67,507
SOX9,MKI67,507
CCNB1,MKI67,920
CCNB1,MKI67,920
MAPK3,MKI67,575
MAPK3,MKI67,575
EPCAM,MKI67,550
EPCAM,MKI67,550
STAT3,MKI67,587
STAT3,MKI67,587
TP53,MKI67,749
TP53,MKI67,749
CCNA2,MKI67,957
CCNA2,MKI67,957
ANXA5,MKI67,665
ANXA5,MKI67,665
SHH,MKI67,565
SHH,MKI67,565
CD34,MKI67,564
CD34,MKI67,564
EZH2,MKI67,742
EZH2,MKI67,742
PGR,MKI67,736
PGR,MKI67,736
CTNNB1,MKI67,690
CTNNB1,MKI67,690
FN1,MKI67,533
FN1,MKI67,533
NES,MKI67,678
NES,MKI67,678
TNFRSF1A,MCL1,560
TNFRSF1A,MCL1,560
CCND1,MCL1,761
CCND1,MCL1,761
CCNB1,MCL1,589
CCNB1,MCL1,589
MAPK3,MCL1,659
MAPK3,MCL1,659
STAT3,MCL1,977
STAT3,MCL1,977
TP53,MCL1,995
TP53,MCL1,995
CCNA2,MCL1,522
CCNA2,MCL1,522
ANXA5,MCL1,804
ANXA5,MCL1,804
HSPA4,MCL1,733
HSPA4,MCL1,733
HSPA5,MCL1,527
HSPA5,MCL1,527
CASP9,MCL1,864
CASP9,MCL1,864
SOCS3,MCL1,939
SOCS3,MCL1,939
CTNNB1,MCL1,573
CTNNB1,MCL1,573
FAS,MCL1,603
FAS,MCL1,603
CASP8,MCL1,825
CASP8,MCL1,825
STAT1,MCL1,949
STAT1,MCL1,949
PIK3R2,NRAS,855
PIK3R2,NRAS,855
CCND1,NRAS,619
CCND1,NRAS,619
HBEGF,NRAS,906
HBEGF,NRAS,906
EREG,NRAS,913
EREG,NRAS,913
PDGFRB,NRAS,953
PDGFRB,NRAS,953
MAPK3,NRAS,983
MAPK3,NRAS,983
AKT3,NRAS,626
AKT3,NRAS,626
ICAM1,NRAS,820
ICAM1,NRAS,820
TP53,NRAS,770
TP53,NRAS,770
RPS27A,NRAS,905
RPS27A,NRAS,905
FGFR4,NRAS,956
FGFR4,NRAS,956
CSF2,NRAS,931
CSF2,NRAS,931
NPM1,NRAS,710
NPM1,NRAS,710
IRS1,NRAS,930
IRS1,NRAS,930
EZH2,NRAS,586
EZH2,NRAS,586
PPP2R1A,NRAS,904
PPP2R1A,NRAS,904
SOCS3,NRAS,907
SOCS3,NRAS,907
FGFR3,NRAS,967
FGFR3,NRAS,967
PTK2,NRAS,927
PTK2,NRAS,927
CTNNB1,NRAS,702
CTNNB1,NRAS,702
FN1,NRAS,718
FN1,NRAS,718
PIK3CG,NRAS,962
PIK3CG,NRAS,962
GAB2,NRAS,938
GAB2,NRAS,938
MCL1,NRAS,519
MCL1,NRAS,519
TNFRSF1A,MMP9,533
TNFRSF1A,MMP9,533
TIMP1,MMP9,999
TIMP1,MMP9,999
TGFB1,MMP9,991
TGFB1,MMP9,991
SERPINE1,MMP9,767
SERPINE1,MMP9,767
CSF3,MMP9,628
CSF3,MMP9,628
CCL2,MMP9,787
CCL2,MMP9,787
CCND1,MMP9,784
CCND1,MMP9,784
IFNG,MMP9,661
IFNG,MMP9,661
HBEGF,MMP9,950
HBEGF,MMP9,950
SNAI1,MMP9,753
SNAI1,MMP9,753
CCNB1,MMP9,536
CCNB1,MMP9,536
TLR2,MMP9,775
TLR2,MMP9,775
MAPK3,MMP9,718
MAPK3,MMP9,718
IL1B,MMP9,882
IL1B,MMP9,882
STAT3,MMP9,973
STAT3,MMP9,973
ICAM1,MMP9,781
ICAM1,MMP9,781
PXN,MMP9,524
PXN,MMP9,524
TP53,MMP9,704
TP53,MMP9,704
PPARG,MMP9,652
PPARG,MMP9,652
ANXA5,MMP9,669
ANXA5,MMP9,669
CSF2,MMP9,625
CSF2,MMP9,625
MMP3,MMP9,918
MMP3,MMP9,918
HSPA4,MMP9,673
HSPA4,MMP9,673
CXCL8,MMP9,871
CXCL8,MMP9,871
CD34,MMP9,599
CD34,MMP9,599
CSF1,MMP9,615
CSF1,MMP9,615
CASP9,MMP9,619
CASP9,MMP9,619
SOCS3,MMP9,546
SOCS3,MMP9,546
SMAD3,MMP9,654
SMAD3,MMP9,654
CAV1,MMP9,521
CAV1,MMP9,521
PTK2,MMP9,656
PTK2,MMP9,656
CTNNB1,MMP9,763
CTNNB1,MMP9,763
FN1,MMP9,608
FN1,MMP9,608
CASP8,MMP9,544
CASP8,MMP9,544
STAT1,MMP9,537
STAT1,MMP9,537
PTGS2,MMP9,760
PTGS2,MMP9,760
MKI67,MMP9,516
MKI67,MMP9,516
TNFRSF1A,SRC,924
TNFRSF1A,SRC,924
TGFB1,SRC,550
TGFB1,SRC,550
PIK3R2,SRC,955
PIK3R2,SRC,955
CCL2,SRC,528
CCL2,SRC,528
CCND1,SRC,983
CCND1,SRC,983
HBEGF,SRC,779
HBEGF,SRC,779
NR3C1,SRC,517
NR3C1,SRC,517
PLEK,SRC,812
PLEK,SRC,812
SNAI1,SRC,612
SNAI1,SRC,612
EREG,SRC,753
EREG,SRC,753
RAC2,SRC,934
RAC2,SRC,934
TLR2,SRC,689
TLR2,SRC,689
PDGFRB,SRC,991
PDGFRB,SRC,991
MAPK3,SRC,971
MAPK3,SRC,971
IL1B,SRC,610
IL1B,SRC,610
AKT3,SRC,773
AKT3,SRC,773
STAT3,SRC,999
STAT3,SRC,999
ICAM1,SRC,570
ICAM1,SRC,570
ZAP70,SRC,922
ZAP70,SRC,922
RB1,SRC,770
RB1,SRC,770
PXN,SRC,999
PXN,SRC,999
TP53,SRC,925
TP53,SRC,925
RPS27A,SRC,782
RPS27A,SRC,782
CCNA2,SRC,618
CCNA2,SRC,618
PPARG,SRC,739
PPARG,SRC,739
ANXA5,SRC,590
ANXA5,SRC,590
CSF2,SRC,503
CSF2,SRC,503
STAT6,SRC,683
STAT6,SRC,683
HSPA4,SRC,685
HSPA4,SRC,685
IRS1,SRC,994
IRS1,SRC,994
CXCL8,SRC,603
CXCL8,SRC,603
CD34,SRC,714
CD34,SRC,714
HSPA5,SRC,654
HSPA5,SRC,654
PPP2R1A,SRC,919
PPP2R1A,SRC,919
PGR,SRC,999
PGR,SRC,999
CSF1,SRC,645
CSF1,SRC,645
SOCS1,SRC,596
SOCS1,SRC,596
CASP9,SRC,516
CASP9,SRC,516
SOCS3,SRC,611
SOCS3,SRC,611
SMAD3,SRC,577
SMAD3,SRC,577
SNCA,SRC,944
SNCA,SRC,944
CAV1,SRC,999
CAV1,SRC,999
FGFR3,SRC,929
FGFR3,SRC,929
MAPT,SRC,878
MAPT,SRC,878
PTK2,SRC,994
PTK2,SRC,994
CTNNB1,SRC,999
CTNNB1,SRC,999
ANXA2,SRC,591
ANXA2,SRC,591
FN1,SRC,981
FN1,SRC,981
FAS,SRC,971
FAS,SRC,971
EPHA2,SRC,927
EPHA2,SRC,927
CASP8,SRC,981
CASP8,SRC,981
PIK3CG,SRC,826
PIK3CG,SRC,826
STAT1,SRC,980
STAT1,SRC,980
CD247,SRC,946
CD247,SRC,946
GAB2,SRC,893
GAB2,SRC,893
PTGS2,SRC,657
PTGS2,SRC,657
MCL1,SRC,561
MCL1,SRC,561
NRAS,SRC,972
NRAS,SRC,972
MMP9,SRC,970
MMP9,SRC,970
TNFRSF1A,TLR4,677
TNFRSF1A,TLR4,677
TGFB1,TLR4,568
TGFB1,TLR4,568
PIK3R2,TLR4,814
PIK3R2,TLR4,814
SERPINE1,TLR4,516
SERPINE1,TLR4,516
CSF3,TLR4,679
CSF3,TLR4,679
CCL2,TLR4,829
CCL2,TLR4,829
IFNG,TLR4,798
IFNG,TLR4,798
PLEK,TLR4,653
PLEK,TLR4,653
TLR2,TLR4,903
TLR2,TLR4,903
MAPK3,TLR4,826
MAPK3,TLR4,826
IL1B,TLR4,927
IL1B,TLR4,927
STAT3,TLR4,777
STAT3,TLR4,777
ICAM1,TLR4,796
ICAM1,TLR4,796
TP53,TLR4,536
TP53,TLR4,536
RPS27A,TLR4,908
RPS27A,TLR4,908
PPARG,TLR4,681
PPARG,TLR4,681
ANXA5,TLR4,663
ANXA5,TLR4,663
IL15,TLR4,644
IL15,TLR4,644
CSF2,TLR4,765
CSF2,TLR4,765
MMP3,TLR4,508
MMP3,TLR4,508
STAT6,TLR4,582
STAT6,TLR4,582
HSPA4,TLR4,992
HSPA4,TLR4,992
IRS1,TLR4,503
IRS1,TLR4,503
CXCL8,TLR4,891
CXCL8,TLR4,891
CSF1,TLR4,642
CSF1,TLR4,642
SOCS1,TLR4,632
SOCS1,TLR4,632
SOCS3,TLR4,646
SOCS3,TLR4,646
SNCA,TLR4,840
SNCA,TLR4,840
CAV1,TLR4,990
CAV1,TLR4,990
CTNNB1,TLR4,518
CTNNB1,TLR4,518
ANXA2,TLR4,939
ANXA2,TLR4,939
FN1,TLR4,989
FN1,TLR4,989
CASP8,TLR4,846
CASP8,TLR4,846
STAT1,TLR4,700
STAT1,TLR4,700
PTGS2,TLR4,763
PTGS2,TLR4,763
MMP9,TLR4,847
MMP9,TLR4,847
SRC,TLR4,839
SRC,TLR4,839
CCND1,CTTN,564
CCND1,CTTN,564
MAPK3,CTTN,540
MAPK3,CTTN,540
ICAM1,CTTN,670
ICAM1,CTTN,670
PXN,CTTN,999
PXN,CTTN,999
PTK2,CTTN,985
PTK2,CTTN,985
CTNNB1,CTTN,973
CTNNB1,CTTN,973
FN1,CTTN,632
FN1,CTTN,632
MMP9,CTTN,508
MMP9,CTTN,508
SRC,CTTN,999
SRC,CTTN,999
NGFR,PIK3CD,800
NGFR,PIK3CD,800
PIK3R2,PIK3CD,995
PIK3R2,PIK3CD,995
PLEK,PIK3CD,652
PLEK,PIK3CD,652
RAC2,PIK3CD,839
RAC2,PIK3CD,839
PDGFRB,PIK3CD,854
PDGFRB,PIK3CD,854
AKT3,PIK3CD,853
AKT3,PIK3CD,853
ZAP70,PIK3CD,879
ZAP70,PIK3CD,879
FGFR4,PIK3CD,625
FGFR4,PIK3CD,625
CSF2,PIK3CD,591
CSF2,PIK3CD,591
IRS1,PIK3CD,942
IRS1,PIK3CD,942
PGR,PIK3CD,816
PGR,PIK3CD,816
SOCS1,PIK3CD,593
SOCS1,PIK3CD,593
SOCS3,PIK3CD,574
SOCS3,PIK3CD,574
FGFR3,PIK3CD,646
FGFR3,PIK3CD,646
PTK2,PIK3CD,849
PTK2,PIK3CD,849
PIK3CG,PIK3CD,884
PIK3CG,PIK3CD,884
GAB2,PIK3CD,832
GAB2,PIK3CD,832
NRAS,PIK3CD,887
NRAS,PIK3CD,887
SRC,PIK3CD,928
SRC,PIK3CD,928
TLR4,PIK3CD,867
TLR4,PIK3CD,867
TNFRSF1A,PRKCZ,921
TNFRSF1A,PRKCZ,921
NGFR,PRKCZ,912
NGFR,PRKCZ,912
TGFB1,PRKCZ,663
TGFB1,PRKCZ,663
PIK3R2,PRKCZ,827
PIK3R2,PRKCZ,827
RAC2,PRKCZ,706
RAC2,PRKCZ,706
TLR2,PRKCZ,734
TLR2,PRKCZ,734
MAPK3,PRKCZ,881
MAPK3,PRKCZ,881
AKT3,PRKCZ,937
AKT3,PRKCZ,937
TP53,PRKCZ,866
TP53,PRKCZ,866
RPS27A,PRKCZ,625
RPS27A,PRKCZ,625
IRS1,PRKCZ,949
IRS1,PRKCZ,949
PPP2R1A,PRKCZ,632
PPP2R1A,PRKCZ,632
CTNNB1,PRKCZ,959
CTNNB1,PRKCZ,959
PIK3CG,PRKCZ,930
PIK3CG,PRKCZ,930
GAB2,PRKCZ,901
GAB2,PRKCZ,901
NRAS,PRKCZ,675
NRAS,PRKCZ,675
SRC,PRKCZ,968
SRC,PRKCZ,968
PIK3CD,PRKCZ,830
PIK3CD,PRKCZ,830
BMP4,BMP2,907
BMP4,BMP2,907
SOX9,BMP2,870
SOX9,BMP2,870
POU5F1,BMP2,510
POU5F1,BMP2,510
MAPK3,BMP2,553
MAPK3,BMP2,553
IL1B,BMP2,595
IL1B,BMP2,595
WNT5A,BMP2,735
WNT5A,BMP2,735
PPARG,BMP2,529
PPARG,BMP2,529
SHH,BMP2,887
SHH,BMP2,887
CD34,BMP2,525
CD34,BMP2,525
SMAD3,BMP2,809
SMAD3,BMP2,809
CTNNB1,BMP2,883
CTNNB1,BMP2,883
FN1,BMP2,790
FN1,BMP2,790
CCND1,GATA3,946
CCND1,GATA3,946
IFNG,GATA3,750
IFNG,GATA3,750
BMP4,GATA3,596
BMP4,GATA3,596
POU5F1,GATA3,660
POU5F1,GATA3,660
IL1B,GATA3,569
IL1B,GATA3,569
IL7,GATA3,601
IL7,GATA3,601
STAT3,GATA3,660
STAT3,GATA3,660
ZAP70,GATA3,505
ZAP70,GATA3,505
TP53,GATA3,600
TP53,GATA3,600
PPARG,GATA3,579
PPARG,GATA3,579
IL15,GATA3,562
IL15,GATA3,562
CSF2,GATA3,558
CSF2,GATA3,558
STAT6,GATA3,981
STAT6,GATA3,981
EZH2,GATA3,609
EZH2,GATA3,609
PGR,GATA3,844
PGR,GATA3,844
SMAD3,GATA3,996
SMAD3,GATA3,996
CTNNB1,GATA3,523
CTNNB1,GATA3,523
STAT1,GATA3,648
STAT1,GATA3,648
CCND1,FOXO1,972
CCND1,FOXO1,972
NR3C1,FOXO1,814
NR3C1,FOXO1,814
CCNB1,FOXO1,796
CCNB1,FOXO1,796
POU5F1,FOXO1,557
POU5F1,FOXO1,557
MAPK3,FOXO1,910
MAPK3,FOXO1,910
AKT3,FOXO1,955
AKT3,FOXO1,955
STAT3,FOXO1,993
STAT3,FOXO1,993
TP53,FOXO1,698
TP53,FOXO1,698
PPARG,FOXO1,940
PPARG,FOXO1,940
IRS1,FOXO1,753
IRS1,FOXO1,753
PGR,FOXO1,844
PGR,FOXO1,844
SMAD3,FOXO1,979
SMAD3,FOXO1,979
CAV1,FOXO1,929
CAV1,FOXO1,929
CTNNB1,FOXO1,999
CTNNB1,FOXO1,999
SRC,FOXO1,591
SRC,FOXO1,591
PIK3CD,FOXO1,513
PIK3CD,FOXO1,513
GATA3,FOXO1,524
GATA3,FOXO1,524
CSF3,CD274,508
CSF3,CD274,508
CCL2,CD274,624
CCL2,CD274,624
IFNG,CD274,787
IFNG,CD274,787
TLR2,CD274,554
TLR2,CD274,554
IL1B,CD274,683
IL1B,CD274,683
EPCAM,CD274,561
EPCAM,CD274,561
IL7,CD274,611
IL7,CD274,611
STAT3,CD274,705
STAT3,CD274,705
ICAM1,CD274,596
ICAM1,CD274,596
ZAP70,CD274,512
ZAP70,CD274,512
TP53,CD274,682
TP53,CD274,682
ANXA5,CD274,542
ANXA5,CD274,542
IL15,CD274,681
IL15,CD274,681
CSF2,CD274,736
CSF2,CD274,736
CXCL8,CD274,617
CXCL8,CD274,617
CD34,CD274,504
CD34,CD274,504
CSF1,CD274,605
CSF1,CD274,605
SOCS1,CD274,501
SOCS1,CD274,501
CTNNB1,CD274,528
CTNNB1,CD274,528
FAS,CD274,520
FAS,CD274,520
STAT1,CD274,744
STAT1,CD274,744
CD247,CD274,960
CD247,CD274,960
PTGS2,CD274,511
PTGS2,CD274,511
NRAS,CD274,517
NRAS,CD274,517
TLR4,CD274,608
TLR4,CD274,608
TNFRSF1A,JAK2,913
TNFRSF1A,JAK2,913
PIK3R2,JAK2,850
PIK3R2,JAK2,850
CSF3,JAK2,831
CSF3,JAK2,831
CCL2,JAK2,531
CCL2,JAK2,531
CCND1,JAK2,964
CCND1,JAK2,964
IFNG,JAK2,967
IFNG,JAK2,967
HBEGF,JAK2,922
HBEGF,JAK2,922
PDGFRB,JAK2,947
PDGFRB,JAK2,947
MAPK3,JAK2,937
MAPK3,JAK2,937
IL1B,JAK2,963
IL1B,JAK2,963
IL7,JAK2,802
IL7,JAK2,802
STAT3,JAK2,999
STAT3,JAK2,999
PXN,JAK2,929
PXN,JAK2,929
TP53,JAK2,692
TP53,JAK2,692
ANXA5,JAK2,569
ANXA5,JAK2,569
IL15,JAK2,693
IL15,JAK2,693
CSF2,JAK2,961
CSF2,JAK2,961
NPM1,JAK2,661
NPM1,JAK2,661
STAT6,JAK2,985
STAT6,JAK2,985
HSPA4,JAK2,719
HSPA4,JAK2,719
IRS1,JAK2,999
IRS1,JAK2,999
CXCL8,JAK2,563
CXCL8,JAK2,563
CD34,JAK2,615
CD34,JAK2,615
EZH2,JAK2,741
EZH2,JAK2,741
SOCS1,JAK2,999
SOCS1,JAK2,999
SOCS3,JAK2,999
SOCS3,JAK2,999
CAV1,JAK2,847
CAV1,JAK2,847
FGFR3,JAK2,848
FGFR3,JAK2,848
PTK2,JAK2,958
PTK2,JAK2,958
CTNNB1,JAK2,639
CTNNB1,JAK2,639
PIK3CG,JAK2,990
PIK3CG,JAK2,990
STAT1,JAK2,999
STAT1,JAK2,999
GAB2,JAK2,939
GAB2,JAK2,939
PTGS2,JAK2,502
PTGS2,JAK2,502
MCL1,JAK2,624
MCL1,JAK2,624
NRAS,JAK2,965
NRAS,JAK2,965
MMP9,JAK2,532
MMP9,JAK2,532
SRC,JAK2,956
SRC,JAK2,956
TLR4,JAK2,642
TLR4,JAK2,642
PIK3CD,JAK2,857
PIK3CD,JAK2,857
CD274,JAK2,637
CD274,JAK2,637
PLEK,DNM2,619
PLEK,DNM2,619
PDGFRB,DNM2,903
PDGFRB,DNM2,903
CAV1,DNM2,993
CAV1,DNM2,993
PTK2,DNM2,768
PTK2,DNM2,768
CTNNB1,DNM2,959
CTNNB1,DNM2,959
SRC,DNM2,987
SRC,DNM2,987
TLR4,DNM2,909
TLR4,DNM2,909
CTTN,DNM2,997
CTTN,DNM2,997
TIMP1,SPP1,688
TIMP1,SPP1,688
TGFB1,SPP1,604
TGFB1,SPP1,604
SERPINE1,SPP1,550
SERPINE1,SPP1,550
CCL2,SPP1,690
CCL2,SPP1,690
BMP4,SPP1,616
BMP4,SPP1,616
SOX9,SPP1,666
SOX9,SPP1,666
MAPK3,SPP1,519
MAPK3,SPP1,519
IL1B,SPP1,625
IL1B,SPP1,625
STAT3,SPP1,501
STAT3,SPP1,501
ICAM1,SPP1,538
ICAM1,SPP1,538
TP53,SPP1,579
TP53,SPP1,579
PPARG,SPP1,603
PPARG,SPP1,603
MMP3,SPP1,984
MMP3,SPP1,984
CXCL8,SPP1,622
CXCL8,SPP1,622
CD34,SPP1,591
CD34,SPP1,591
CSF1,SPP1,522
CSF1,SPP1,522
PTK2,SPP1,778
PTK2,SPP1,778
CTNNB1,SPP1,703
CTNNB1,SPP1,703
FN1,SPP1,983
FN1,SPP1,983
PTGS2,SPP1,519
PTGS2,SPP1,519
MMP9,SPP1,717
MMP9,SPP1,717
SRC,SPP1,517
SRC,SPP1,517
BMP2,SPP1,835
BMP2,SPP1,835
NGFR,AREG,629
NGFR,AREG,629
EREG,AREG,942
EREG,AREG,942
PDGFRB,AREG,691
PDGFRB,AREG,691
MAPK3,AREG,517
MAPK3,AREG,517
ICAM1,AREG,589
ICAM1,AREG,589
PXN,AREG,909
PXN,AREG,909
RPS27A,AREG,600
RPS27A,AREG,600
FGFR4,AREG,660
FGFR4,AREG,660
CXCL8,AREG,579
CXCL8,AREG,579
PGR,AREG,619
PGR,AREG,619
FGFR3,AREG,655
FGFR3,AREG,655
PTK2,AREG,584
PTK2,AREG,584
EPHA2,AREG,685
EPHA2,AREG,685
PTGS2,AREG,572
PTGS2,AREG,572
NRAS,AREG,918
NRAS,AREG,918
MMP9,AREG,556
MMP9,AREG,556
SRC,AREG,740
SRC,AREG,740
GATA3,AREG,531
GATA3,AREG,531
TGFB1,SNAI2,556
TGFB1,SNAI2,556
SERPINE1,SNAI2,545
SERPINE1,SNAI2,545
CCND1,SNAI2,703
CCND1,SNAI2,703
BMP4,SNAI2,580
BMP4,SNAI2,580
SOX9,SNAI2,841
SOX9,SNAI2,841
POU5F1,SNAI2,694
POU5F1,SNAI2,694
MAPK3,SNAI2,551
MAPK3,SNAI2,551
EPCAM,SNAI2,618
EPCAM,SNAI2,618
WNT5A,SNAI2,630
WNT5A,SNAI2,630
STAT3,SNAI2,605
STAT3,SNAI2,605
TP53,SNAI2,957
TP53,SNAI2,957
PPARG,SNAI2,732
PPARG,SNAI2,732
SHH,SNAI2,541
SHH,SNAI2,541
MMP3,SNAI2,528
MMP3,SNAI2,528
EZH2,SNAI2,947
EZH2,SNAI2,947
SMAD3,SNAI2,676
SMAD3,SNAI2,676
CAV1,SNAI2,543
CAV1,SNAI2,543
CTNNB1,SNAI2,857
CTNNB1,SNAI2,857
FN1,SNAI2,852
FN1,SNAI2,852
NES,SNAI2,510
NES,SNAI2,510
MMP9,SNAI2,720
MMP9,SNAI2,720
SRC,SNAI2,578
SRC,SNAI2,578
RAC2,PTK2B,896
RAC2,PTK2B,896
WNT5A,PTK2B,704
WNT5A,PTK2B,704
STAT3,PTK2B,559
STAT3,PTK2B,559
PXN,PTK2B,999
PXN,PTK2B,999
TP53,PTK2B,581
TP53,PTK2B,581
IRS1,PTK2B,677
IRS1,PTK2B,677
SOCS3,PTK2B,595
SOCS3,PTK2B,595
FGFR3,PTK2B,941
FGFR3,PTK2B,941
MAPT,PTK2B,608
MAPT,PTK2B,608
PTK2,PTK2B,942
PTK2,PTK2B,942
CTNNB1,PTK2B,627
CTNNB1,PTK2B,627
FN1,PTK2B,594
FN1,PTK2B,594
SRC,PTK2B,984
SRC,PTK2B,984
CTTN,PTK2B,679
CTTN,PTK2B,679
SPP1,PTK2B,923
SPP1,PTK2B,923
PIK3R2,ITGB2,608
PIK3R2,ITGB2,608
PLEK,ITGB2,847
PLEK,ITGB2,847
RAC2,ITGB2,865
RAC2,ITGB2,865
TLR2,ITGB2,719
TLR2,ITGB2,719
IL1B,ITGB2,558
IL1B,ITGB2,558
ICAM1,ITGB2,999
ICAM1,ITGB2,999
ZAP70,ITGB2,519
ZAP70,ITGB2,519
PXN,ITGB2,582
PXN,ITGB2,582
CXCL8,ITGB2,535
CXCL8,ITGB2,535
PTK2,ITGB2,862
PTK2,ITGB2,862
FN1,ITGB2,860
FN1,ITGB2,860
MMP9,ITGB2,955
MMP9,ITGB2,955
SRC,ITGB2,788
SRC,ITGB2,788
TLR4,ITGB2,733
TLR4,ITGB2,733
PIK3CD,ITGB2,660
PIK3CD,ITGB2,660
PTK2B,ITGB2,945
PTK2B,ITGB2,945
RAC2,CTNND1,896
RAC2,CTNND1,896
PXN,CTNND1,655
PXN,CTNND1,655
MMP3,CTNND1,914
MMP3,CTNND1,914
CTNNB1,CTNND1,999
CTNNB1,CTNND1,999
FN1,CTNND1,500
FN1,CTNND1,500
EPHA2,CTNND1,935
EPHA2,CTNND1,935
SRC,CTNND1,997
SRC,CTNND1,997
CTTN,CTNND1,994
CTTN,CTNND1,994
DNM2,CTNND1,912
DNM2,CTNND1,912
CCND1,CDKN1A,999
CCND1,CDKN1A,999
CCNB1,CDKN1A,998
CCNB1,CDKN1A,998
MAPK3,CDKN1A,643
MAPK3,CDKN1A,643
AKT3,CDKN1A,931
AKT3,CDKN1A,931
STAT3,CDKN1A,995
STAT3,CDKN1A,995
RB1,CDKN1A,982
RB1,CDKN1A,982
TP53,CDKN1A,999
TP53,CDKN1A,999
RPS27A,CDKN1A,884
RPS27A,CDKN1A,884
CCNA2,CDKN1A,999
CCNA2,CDKN1A,999
ANXA5,CDKN1A,653
ANXA5,CDKN1A,653
NPM1,CDKN1A,644
NPM1,CDKN1A,644
EZH2,CDKN1A,585
EZH2,CDKN1A,585
PGR,CDKN1A,536
PGR,CDKN1A,536
CASP9,CDKN1A,618
CASP9,CDKN1A,618
SOCS3,CDKN1A,925
SOCS3,CDKN1A,925
SMAD3,CDKN1A,962
SMAD3,CDKN1A,962
CTNNB1,CDKN1A,625
CTNNB1,CDKN1A,625
CASP8,CDKN1A,569
CASP8,CDKN1A,569
STAT1,CDKN1A,951
STAT1,CDKN1A,951
MKI67,CDKN1A,536
MKI67,CDKN1A,536
MCL1,CDKN1A,954
MCL1,CDKN1A,954
SRC,CDKN1A,946
SRC,CDKN1A,946
FOXO1,CDKN1A,740
FOXO1,CDKN1A,740
JAK2,CDKN1A,934
JAK2,CDKN1A,934
TNFRSF1A,IL6,740
TNFRSF1A,IL6,740
TIMP1,IL6,974
TIMP1,IL6,974
TGFB1,IL6,990
TGFB1,IL6,990
SERPINE1,IL6,827
SERPINE1,IL6,827
CSF3,IL6,990
CSF3,IL6,990
CCL2,IL6,994
CCL2,IL6,994
CCND1,IL6,680
CCND1,IL6,680
IFNG,IL6,943
IFNG,IL6,943
HBEGF,IL6,605
HBEGF,IL6,605
NR3C1,IL6,624
NR3C1,IL6,624
SNAI1,IL6,577
SNAI1,IL6,577
BMP4,IL6,508
BMP4,IL6,508
TLR2,IL6,885
